
   INFO  Server running on [http://0.0.0.0:8055].  

  Press Ctrl+C to stop the server
  2025-04-15 21:28:03 /api/sensores ................................ ~ 0.03ms
  2025-04-15 21:28:18 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:28:18 /api/appliances .............................. ~ 0.31ms
  2025-04-15 21:28:18 /api/clientes .............................. ~ 500.26ms
  2025-04-15 21:28:18 /api/appliances ............................ ~ 500.47ms
  2025-04-15 21:28:39 /api/sensores ................................ ~ 0.07ms
  2025-04-15 21:28:39 /api/sensores .............................. ~ 500.29ms
  2025-04-15 21:28:39 /api/sensores ................................ ~ 0.03ms
  2025-04-15 21:28:39 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:29:01 /api/alarmes ................................. ~ 0.08ms
  2025-04-15 21:29:01 /api/alarmes ................................. ~ 0.29ms
  2025-04-15 21:29:01 /api/alarmes ................................. ~ 0.02ms
  2025-04-15 21:29:01 /api/alarmes ................................. ~ 0.06ms
  2025-04-15 21:29:05 /api/sensores ................................ ~ 0.07ms
  2025-04-15 21:29:05 /api/sensores ................................ ~ 0.30ms
  2025-04-15 21:29:05 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:29:05 /api/sensores ................................ ~ 0.06ms
  2025-04-15 21:29:06 /api/appliances .............................. ~ 0.07ms
  2025-04-15 21:29:06 /api/appliances .............................. ~ 0.28ms
  2025-04-15 21:29:06 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:29:06 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:29:07 /api/torres .................................. ~ 0.07ms
  2025-04-15 21:29:07 /api/torres .................................. ~ 0.29ms
  2025-04-15 21:29:07 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:29:07 /api/torres .................................. ~ 0.07ms
  2025-04-15 21:29:07 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:29:07 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:29:13 /api/topologia ............................... ~ 0.07ms
  2025-04-15 21:29:13 /api/topologia ............................... ~ 0.31ms
  2025-04-15 21:29:13 /api/topologia ............................... ~ 0.02ms
  2025-04-15 21:29:13 /api/topologia ............................... ~ 0.02ms
  2025-04-15 21:31:06 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 21:31:06 /api/dashboard/indicadores ................... ~ 0.24ms
  2025-04-15 21:31:06 /api/dashboard/indicadores ................. ~ 500.23ms
  2025-04-15 21:31:06 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-15 21:32:43 /api/clientes ................................ ~ 0.08ms
  2025-04-15 21:32:43 /api/appliances .............................. ~ 0.29ms
  2025-04-15 21:32:43 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:32:43 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:32:52 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:32:52 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:32:54 /api/torres .................................. ~ 0.06ms
  2025-04-15 21:32:54 /api/torres .................................. ~ 0.31ms
  2025-04-15 21:32:54 /api/torres .................................. ~ 0.06ms
  2025-04-15 21:32:54 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:33:25 /api/appliances .............................. ~ 0.07ms
  2025-04-15 21:33:25 /api/appliances .............................. ~ 0.31ms
  2025-04-15 21:33:25 /api/appliances ............................ ~ 500.24ms
  2025-04-15 21:33:26 /api/appliances ............................ ~ 500.25ms
  2025-04-15 21:33:57 /api/sensores ................................ ~ 0.08ms
  2025-04-15 21:33:57 /api/sensores ................................ ~ 0.29ms
  2025-04-15 21:33:57 /api/sensores .............................. ~ 500.25ms
  2025-04-15 21:33:57 /api/sensores ................................ ~ 0.03ms
  2025-04-15 21:33:59 /api/alarmes ................................. ~ 0.07ms
  2025-04-15 21:33:59 /api/alarmes ................................. ~ 0.33ms
  2025-04-15 21:34:00 /api/alarmes ............................... ~ 500.24ms
  2025-04-15 21:34:00 /api/alarmes ................................. ~ 0.03ms
  2025-04-15 21:34:09 /api/topologia ............................... ~ 0.08ms
  2025-04-15 21:34:09 /api/topologia ............................... ~ 0.29ms
  2025-04-15 21:34:10 /api/topologia ............................... ~ 0.03ms
  2025-04-15 21:34:10 /api/topologia ............................... ~ 0.06ms
  2025-04-15 21:37:02 /api/login ................................... ~ 0.07ms
  2025-04-15 21:37:02 /api/login ................................... ~ 0.02ms
  2025-04-15 21:37:03 /api/dashboard/indicadores ................... ~ 0.06ms
  2025-04-15 21:37:03 /api/dashboard/indicadores ................... ~ 0.24ms
  2025-04-15 21:37:03 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 21:37:03 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 21:37:22 /api/clientes ................................ ~ 0.08ms
  2025-04-15 21:37:22 /api/appliances .............................. ~ 0.33ms
  2025-04-15 21:37:22 /api/clientes ................................ ~ 0.50ms
  2025-04-15 21:37:22 /api/appliances .............................. ~ 0.68ms
  2025-04-15 21:37:27 /api/clientes ................................ ~ 0.09ms
  2025-04-15 21:37:27 /api/clientes ................................ ~ 0.30ms
  2025-04-15 21:37:36 /api/torres .................................. ~ 0.08ms
  2025-04-15 21:37:36 /api/torres .................................. ~ 0.30ms
  2025-04-15 21:37:36 /api/torres .................................. ~ 0.03ms
  2025-04-15 21:37:36 /api/torres .................................. ~ 0.23ms
  2025-04-15 21:37:40 /api/appliances .............................. ~ 0.07ms
  2025-04-15 21:37:40 /api/appliances .............................. ~ 0.29ms
  2025-04-15 21:37:40 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:37:40 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:37:46 /api/sensores ................................ ~ 0.07ms
  2025-04-15 21:37:46 /api/sensores ................................ ~ 0.30ms
  2025-04-15 21:37:46 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:37:46 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:37:51 /api/alarmes ................................. ~ 0.08ms
  2025-04-15 21:37:51 /api/alarmes ................................. ~ 0.30ms
  2025-04-15 21:37:51 /api/alarmes ................................. ~ 0.03ms
  2025-04-15 21:37:51 /api/alarmes ................................. ~ 0.22ms
  2025-04-15 21:37:59 /api/topologia ............................... ~ 0.07ms
  2025-04-15 21:37:59 /api/topologia ............................... ~ 0.03ms
  2025-04-15 21:37:59 /api/topologia ............................... ~ 0.03ms
  2025-04-15 21:37:59 /api/topologia ............................... ~ 0.21ms
  2025-04-15 21:38:40 /api/dashboard/indicadores ................... ~ 0.06ms
  2025-04-15 21:38:40 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 21:38:40 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 21:38:40 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 21:38:41 /api/clientes ................................... ~ 15s
  2025-04-15 21:38:56 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:38:56 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:38:57 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:38:57 /api/clientes ................................ ~ 0.06ms
  2025-04-15 21:38:57 /api/clientes ................................ ~ 0.03ms
  2025-04-15 21:38:57 /api/torres ................................ ~ 500.28ms
  2025-04-15 21:38:57 /api/torres ................................ ~ 500.47ms
  2025-04-15 21:38:57 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:38:57 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:38:57 /api/sensores ................................ ~ 0.03ms
  2025-04-15 21:38:57 /api/sensores ................................ ~ 0.21ms
  2025-04-15 21:38:57 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:38:58 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:38:58 /api/alarmes ................................. ~ 0.08ms
  2025-04-15 21:38:58 /api/alarmes ................................. ~ 0.31ms
  2025-04-15 21:38:58 /api/alarmes ................................. ~ 0.02ms
  2025-04-15 21:38:58 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:18:38 /api/login ................................... ~ 0.07ms
  2025-04-16 09:18:38 /api/login ................................. ~ 500.27ms
  2025-04-16 09:18:39 /api/dashboard/indicadores ................... ~ 0.08ms
  2025-04-16 09:18:39 /api/dashboard/indicadores ................... ~ 0.27ms
  2025-04-16 09:18:39 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 09:18:39 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 09:19:51 /api/clientes ................................ ~ 0.07ms
  2025-04-16 09:19:51 /api/appliances .............................. ~ 0.31ms
  2025-04-16 09:19:52 /api/clientes ................................ ~ 0.07ms
  2025-04-16 09:19:52 /api/appliances .............................. ~ 0.30ms
  2025-04-16 09:19:54 /api/clientes ................................ ~ 0.06ms
  2025-04-16 09:19:54 /api/clientes ................................ ~ 0.06ms
  2025-04-16 09:20:00 /api/torres .................................. ~ 0.08ms
  2025-04-16 09:20:00 /api/torres .................................. ~ 0.30ms
  2025-04-16 09:20:00 /api/torres .................................. ~ 0.02ms
  2025-04-16 09:20:01 /api/torres .................................. ~ 0.07ms
  2025-04-16 09:20:02 /api/appliances .............................. ~ 0.07ms
  2025-04-16 09:20:02 /api/appliances .............................. ~ 0.03ms
  2025-04-16 09:20:02 /api/appliances .............................. ~ 0.02ms
  2025-04-16 09:20:02 /api/appliances .............................. ~ 0.02ms
  2025-04-16 09:20:05 /api/sensores ................................ ~ 0.06ms
  2025-04-16 09:20:05 /api/sensores ................................ ~ 0.30ms
  2025-04-16 09:20:05 /api/sensores ................................ ~ 0.02ms
  2025-04-16 09:20:06 /api/sensores ................................ ~ 0.02ms
  2025-04-16 09:20:06 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 09:20:06 /api/alarmes ................................. ~ 0.29ms
  2025-04-16 09:20:07 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:20:07 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:20:46 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-16 09:20:46 /api/dashboard/indicadores ................... ~ 0.25ms
  2025-04-16 09:20:46 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 09:20:47 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 09:20:47 /api/appliances .............................. ~ 0.06ms
  2025-04-16 09:20:47 /api/clientes ................................ ~ 0.02ms
  2025-04-16 09:20:47 /api/appliances .............................. ~ 0.02ms
  2025-04-16 09:20:47 /api/clientes .............................. ~ 500.25ms
  2025-04-16 09:20:50 /api/clientes ................................ ~ 0.07ms
  2025-04-16 09:20:50 /api/clientes ................................ ~ 0.09ms
  2025-04-16 09:20:56 /api/torres .................................. ~ 0.08ms
  2025-04-16 09:20:56 /api/torres ................................ ~ 500.65ms
  2025-04-16 09:20:56 /api/torres .................................. ~ 0.03ms
  2025-04-16 09:20:56 /api/torres .................................. ~ 0.02ms
  2025-04-16 09:21:16 /api/appliances .............................. ~ 0.08ms
  2025-04-16 09:21:16 /api/appliances .............................. ~ 0.28ms
  2025-04-16 09:21:17 /api/appliances .............................. ~ 0.06ms
  2025-04-16 09:21:18 /api/clientes ................................ ~ 0.03ms
  2025-04-16 09:21:18 /api/torres .................................. ~ 0.02ms
  2025-04-16 09:21:18 /api/appliances ............................ ~ 500.22ms
  2025-04-16 09:21:18 /api/appliances .............................. ~ 0.03ms
  2025-04-16 09:21:18 /api/clientes ................................ ~ 0.02ms
  2025-04-16 09:21:18 /api/appliances .............................. ~ 0.03ms
  2025-04-16 09:21:18 /api/torres ................................ ~ 500.40ms
  2025-04-16 09:21:23 /api/torres .................................. ~ 0.08ms
  2025-04-16 09:21:23 /api/torres .................................. ~ 0.34ms
  2025-04-16 09:21:23 /api/torres ................................ ~ 500.21ms
  2025-04-16 09:21:24 /api/torres .................................. ~ 0.07ms
  2025-04-16 09:27:25 /api/alarmes ................................. ~ 0.09ms
  2025-04-16 09:27:25 /api/alarmes ................................. ~ 0.31ms
  2025-04-16 09:27:25 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:27:25 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:31:28 /api/clientes ................................ ~ 0.07ms
  2025-04-16 09:31:28 /api/appliances .............................. ~ 0.34ms
  2025-04-16 09:31:28 /api/torres .................................. ~ 0.51ms
  2025-04-16 09:31:28 /api/sensores ................................ ~ 0.71ms
  2025-04-16 09:31:28 /api/clientes .............................. ~ 500.25ms
  2025-04-16 09:31:28 /api/appliances ............................ ~ 527.40ms
  2025-04-16 09:31:28 /api/torres .................................. ~ 0.23ms
  2025-04-16 09:31:28 /api/sensores ................................ ~ 0.23ms
  2025-04-16 09:32:41 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 09:32:41 /api/alarmes ............................... ~ 500.24ms
  2025-04-16 09:32:42 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 09:32:42 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:34:51 /api/sensores ................................ ~ 0.09ms
  2025-04-16 09:34:51 /api/sensores ................................ ~ 0.30ms
  2025-04-16 09:34:51 /api/sensores ................................ ~ 0.02ms
  2025-04-16 09:34:51 /api/sensores ................................ ~ 0.02ms
  2025-04-16 09:34:51 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 09:34:51 /api/alarmes ................................. ~ 0.22ms
  2025-04-16 09:34:51 /api/alarmes ................................. ~ 0.06ms
  2025-04-16 09:34:51 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:34:58 /api/sensores ................................ ~ 0.08ms
  2025-04-16 09:34:58 /api/sensores ................................ ~ 0.30ms
  2025-04-16 09:34:58 /api/sensores ................................ ~ 0.02ms
  2025-04-16 09:34:58 /api/sensores ................................ ~ 0.03ms
  2025-04-16 09:35:45 /api/alarmes ................................. ~ 0.08ms
  2025-04-16 09:35:45 /api/alarmes ................................. ~ 0.31ms
  2025-04-16 09:35:45 /api/alarmes ............................... ~ 500.22ms
  2025-04-16 09:35:45 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 09:35:46 /api/appliances .............................. ~ 0.07ms
  2025-04-16 09:35:46 /api/clientes .............................. ~ 500.54ms
  2025-04-16 09:35:46 /api/clientes ................................ ~ 0.03ms
  2025-04-16 09:35:47 /api/appliances .............................. ~ 0.06ms
  2025-04-16 09:35:47 /api/clientes ................................ ~ 0.06ms
  2025-04-16 09:35:47 /api/clientes ................................ ~ 0.02ms
  2025-04-16 09:35:52 /api/torres .................................. ~ 0.08ms
  2025-04-16 09:35:52 /api/torres .................................. ~ 0.30ms
  2025-04-16 09:35:52 /api/torres ................................ ~ 500.24ms
  2025-04-16 09:35:53 /api/torres ................................ ~ 500.23ms
  2025-04-16 09:36:19 /api/appliances .............................. ~ 0.08ms
  2025-04-16 09:36:19 /api/appliances .............................. ~ 0.29ms
  2025-04-16 09:36:19 /api/appliances .............................. ~ 0.06ms
  2025-04-16 09:36:19 /api/appliances .............................. ~ 0.03ms
  2025-04-16 09:36:58 /api/sensores ................................ ~ 0.08ms
  2025-04-16 09:36:58 /api/sensores ................................ ~ 0.30ms
  2025-04-16 09:36:58 /api/sensores .............................. ~ 527.38ms
  2025-04-16 09:36:59 /api/sensores ................................ ~ 0.06ms
  2025-04-16 09:37:00 /api/clientes ................................ ~ 0.07ms
  2025-04-16 09:37:00 /api/appliances .............................. ~ 0.31ms
  2025-04-16 09:37:00 /api/clientes ................................ ~ 0.02ms
  2025-04-16 09:37:00 /api/appliances .............................. ~ 0.06ms
  2025-04-16 09:37:21 /api/alarmes ................................. ~ 0.08ms
  2025-04-16 09:37:21 /api/alarmes ................................. ~ 0.29ms
  2025-04-16 09:37:21 /api/alarmes ............................... ~ 500.23ms
  2025-04-16 09:37:21 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 09:37:27 /api/appliances .............................. ~ 0.07ms
  2025-04-16 09:37:27 /api/appliances .............................. ~ 0.05ms
  2025-04-16 09:37:28 /api/appliances .............................. ~ 0.02ms
  2025-04-16 09:37:28 /api/appliances .............................. ~ 0.07ms
  2025-04-16 10:07:53 /api/sensores .................................... ~ 1s
  2025-04-16 10:07:53 /api/sensores .................................... ~ 1s
  2025-04-16 10:07:55 /api/alarmes ................................. ~ 0.35ms
  2025-04-16 10:07:55 /api/alarmes ................................. ~ 0.23ms
  2025-04-16 10:07:55 /api/sensores ................................ ~ 0.03ms
  2025-04-16 10:07:55 /api/alarmes ................................. ~ 0.22ms
  2025-04-16 10:07:55 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:07:55 /api/alarmes ................................. ~ 0.08ms
  2025-04-16 10:16:44 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:16:44 /api/alarmes/1 ............................. ~ 500.43ms
  2025-04-16 10:16:45 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:16:45 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:16:45 /api/alarmes ............................... ~ 500.23ms
  2025-04-16 10:16:45 /api/alarmes/1 ............................. ~ 500.49ms
  2025-04-16 10:16:45 /api/alarmes/1 ............................... ~ 0.23ms
  2025-04-16 10:16:46 /api/alarmes ................................. ~ 0.06ms
  2025-04-16 10:16:46 /api/alarmes ............................... ~ 500.24ms
  2025-04-16 10:16:46 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:16:46 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 10:16:46 /api/alarmes/1 ............................... ~ 0.24ms
  2025-04-16 10:16:46 /api/alarmes ............................... ~ 500.24ms
  2025-04-16 10:16:47 /api/alarmes/1 ............................... ~ 0.03ms
  2025-04-16 10:16:47 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:16:47 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:16:48 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:16:48 /api/alarmes/1 ............................. ~ 500.24ms
  2025-04-16 10:16:48 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 10:16:49 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:16:50 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:16:50 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:16:50 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:16:50 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 10:16:51 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:16:51 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:16:51 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:16:51 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:16:52 /api/sensores ................................ ~ 0.06ms
  2025-04-16 10:16:52 /api/sensores ................................ ~ 0.43ms
  2025-04-16 10:16:53 /api/sensores .............................. ~ 500.23ms
  2025-04-16 10:16:53 /api/sensores ................................ ~ 0.03ms
  2025-04-16 10:17:28 /api/alarmes ................................. ~ 0.08ms
  2025-04-16 10:17:28 /api/alarmes ................................. ~ 0.30ms
  2025-04-16 10:17:28 /api/alarmes ............................... ~ 500.24ms
  2025-04-16 10:17:28 /api/alarmes ............................... ~ 500.21ms
  2025-04-16 10:17:30 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:17:30 /api/alarmes/1 ............................. ~ 500.24ms
  2025-04-16 10:17:30 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:17:30 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:17:33 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:17:33 /api/alarmes/1 ............................. ~ 500.23ms
  2025-04-16 10:17:33 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 10:17:33 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:17:38 /api/torres .................................. ~ 0.07ms
  2025-04-16 10:17:38 /api/clientes ................................ ~ 0.32ms
  2025-04-16 10:17:38 /api/appliances .............................. ~ 0.24ms
  2025-04-16 10:17:38 /api/sensores ................................ ~ 0.21ms
  2025-04-16 10:17:39 /api/torres .................................. ~ 0.02ms
  2025-04-16 10:17:39 /api/clientes .............................. ~ 500.25ms
  2025-04-16 10:17:39 /api/appliances ............................ ~ 500.48ms
  2025-04-16 10:17:39 /api/sensores ................................ ~ 0.20ms
  2025-04-16 10:25:54 /api/sensores ................................ ~ 0.08ms
  2025-04-16 10:25:54 /api/sensores ................................ ~ 0.31ms
  2025-04-16 10:25:54 /api/sensores .............................. ~ 500.24ms
  2025-04-16 10:25:55 /api/alarmes ................................. ~ 0.04ms
  2025-04-16 10:25:55 /api/alarmes ................................. ~ 0.25ms
  2025-04-16 10:25:55 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:25:55 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:25:55 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 10:29:59 /api/dashboard/indicadores ................... ~ 0.08ms
  2025-04-16 10:29:59 /api/dashboard/indicadores ................... ~ 0.23ms
  2025-04-16 10:29:59 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 10:29:59 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-16 10:30:00 /api/clientes .............................. ~ 500.40ms
  2025-04-16 10:30:01 /api/appliances .............................. ~ 0.03ms
  2025-04-16 10:30:01 /api/clientes ................................ ~ 0.02ms
  2025-04-16 10:30:01 /api/appliances .............................. ~ 0.02ms
  2025-04-16 10:30:02 /api/torres .................................. ~ 0.08ms
  2025-04-16 10:30:02 /api/torres .................................. ~ 0.31ms
  2025-04-16 10:30:02 /api/torres .................................. ~ 0.02ms
  2025-04-16 10:30:02 /api/torres .................................. ~ 0.02ms
  2025-04-16 10:30:04 /api/appliances .............................. ~ 0.06ms
  2025-04-16 10:30:04 /api/appliances ............................ ~ 501.26ms
  2025-04-16 10:30:04 /api/appliances .............................. ~ 0.03ms
  2025-04-16 10:30:04 /api/appliances .............................. ~ 0.02ms
  2025-04-16 10:30:06 /api/sensores ................................ ~ 0.07ms
  2025-04-16 10:30:06 /api/sensores ................................ ~ 0.30ms
  2025-04-16 10:30:06 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:30:06 /api/sensores ................................ ~ 0.07ms
  2025-04-16 10:30:07 /api/alarmes ................................. ~ 0.06ms
  2025-04-16 10:30:07 /api/alarmes ................................. ~ 0.32ms
  2025-04-16 10:30:07 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:30:07 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:40:02 /api/sensores ................................ ~ 0.08ms
  2025-04-16 10:40:02 /api/sensores ................................ ~ 0.31ms
  2025-04-16 10:40:02 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:40:02 /api/sensores ................................ ~ 0.07ms
  2025-04-16 10:40:03 /api/alarmes ................................. ~ 0.08ms
  2025-04-16 10:40:03 /api/alarmes ................................. ~ 0.31ms
  2025-04-16 10:40:03 /api/alarmes ............................... ~ 500.25ms
  2025-04-16 10:40:03 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 10:40:06 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:40:06 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:40:07 /api/alarmes/1 ............................... ~ 0.06ms
  2025-04-16 10:40:07 /api/alarmes/1 ............................... ~ 0.02ms
  2025-04-16 10:40:46 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:40:47 /api/alarmes/1 ............................... ~ 0.09ms
  2025-04-16 10:40:47 /api/clientes .................................... ~ 2s
  2025-04-16 10:40:49 /api/clientes .............................. ~ 500.25ms
  2025-04-16 10:40:49 /api/torres .................................. ~ 0.03ms
  2025-04-16 10:40:49 /api/torres .................................. ~ 0.25ms
  2025-04-16 10:40:49 /api/torres .................................. ~ 0.06ms
  2025-04-16 10:40:50 /api/torres ................................ ~ 500.23ms
  2025-04-16 10:40:50 /api/appliances .............................. ~ 0.04ms
  2025-04-16 10:40:50 /api/appliances .............................. ~ 0.21ms
  2025-04-16 10:40:50 /api/appliances .............................. ~ 0.06ms
  2025-04-16 10:40:51 /api/appliances .............................. ~ 0.02ms
  2025-04-16 10:40:51 /api/sensores ................................ ~ 0.08ms
  2025-04-16 10:40:51 /api/sensores ................................ ~ 0.30ms
  2025-04-16 10:40:51 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:40:52 /api/sensores ................................ ~ 0.07ms
  2025-04-16 10:40:53 /api/alarmes ................................. ~ 0.06ms
  2025-04-16 10:40:53 /api/alarmes ................................. ~ 0.30ms
  2025-04-16 10:40:53 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:40:53 /api/alarmes ................................. ~ 0.06ms
  2025-04-16 10:45:36 /api/alarmes ............................... ~ 615.01ms
  2025-04-16 10:45:36 /api/alarmes ............................... ~ 615.32ms
  2025-04-16 10:45:37 /api/alarmes ................................. ~ 0.25ms
  2025-04-16 10:45:37 /api/alarmes ................................. ~ 0.23ms
  2025-04-16 10:45:37 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:45:37 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:45:37 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:45:37 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 10:46:53 /api/sensores ................................ ~ 0.08ms
  2025-04-16 10:46:53 /api/sensores ................................ ~ 0.29ms
  2025-04-16 10:46:54 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 10:46:54 /api/sensores .............................. ~ 500.24ms
  2025-04-16 10:46:54 /api/alarmes ............................... ~ 500.44ms
  2025-04-16 10:46:55 /api/sensores .............................. ~ 502.06ms
  2025-04-16 10:46:55 /api/alarmes ............................... ~ 502.27ms
  2025-04-16 10:46:57 /api/alarmes ............................... ~ 500.26ms
  2025-04-16 10:46:57 /api/sensores .............................. ~ 500.48ms
  2025-04-16 10:46:57 /api/sensores .............................. ~ 500.66ms
  2025-04-16 10:46:57 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:46:58 /api/sensores .............................. ~ 500.57ms
  2025-04-16 10:46:59 /api/alarmes ................................. ~ 0.04ms
  2025-04-16 10:46:59 /api/alarmes ................................. ~ 0.23ms
  2025-04-16 10:46:59 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 10:46:59 /api/alarmes ............................... ~ 500.23ms
  2025-04-16 10:47:01 /api/sensores ................................ ~ 0.06ms
  2025-04-16 10:47:01 /api/sensores ................................ ~ 0.30ms
  2025-04-16 10:47:01 /api/sensores ................................ ~ 0.06ms
  2025-04-16 10:47:02 /api/sensores ................................ ~ 0.02ms
  2025-04-16 10:47:02 /api/alarmes ................................. ~ 0.07ms
  2025-04-16 10:47:02 /api/alarmes ................................. ~ 0.31ms
  2025-04-16 10:47:02 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:47:03 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:47:14 /api/clientes ................................ ~ 0.06ms
  2025-04-16 10:47:14 /api/sensores ................................ ~ 0.31ms
  2025-04-16 10:47:14 /api/appliances .............................. ~ 0.49ms
  2025-04-16 10:47:14 /api/torres ................................ ~ 503.47ms
  2025-04-16 10:47:15 /api/clientes ................................ ~ 0.04ms
  2025-04-16 10:47:15 /api/sensores ................................ ~ 0.24ms
  2025-04-16 10:47:15 /api/appliances .............................. ~ 0.24ms
  2025-04-16 10:47:15 /api/torres .................................. ~ 0.55ms
  2025-04-16 10:47:20 /api/alarmes/1 ............................... ~ 0.07ms
  2025-04-16 10:47:20 /api/alarmes/1 ............................. ~ 500.25ms
  2025-04-16 10:47:21 /api/alarmes ................................. ~ 0.03ms
  2025-04-16 10:47:21 /api/alarmes ................................. ~ 0.02ms
  2025-04-16 10:47:23 /api/sensores ................................ ~ 0.09ms
